filepath,superclass,class
../archive (1)/train/horse jumping/Image_3400.jpg,equestrian & animal sports,horse jumping
../archive (1)/train/roller derby/Image_3401.jpg,field & team ball sports,roller derby
../archive (1)/train/formula 1 racing/Image_3402.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/bull riding/Image_3403.jpg,equestrian & animal sports,bull riding
../archive (1)/train/basketball/Image_3404.jpg,court ball sports,basketball
../archive (1)/train/bmx/Image_3405.jpg,motor & wheel racing,bmx
../archive (1)/train/pole vault/Image_3406.jpg,track & field athletics,pole vault
../archive (1)/train/trapeze/Image_3407.jpg,gymnastics,trapeze
../archive (1)/train/parallel bar/Image_3408.jpg,gymnastics,parallel bar
../archive (1)/train/speed skating/Image_3409.jpg,ice & snow sports,speed skating
../archive (1)/train/chuckwagon racing/Image_3410.jpg,equestrian & animal sports,chuckwagon racing
../archive (1)/train/swimming/Image_3411.jpg,water,swimming
../archive (1)/train/gaga/Image_3412.jpg,field & team ball sports,gaga
../archive (1)/train/pole vault/Image_3413.jpg,track & field athletics,pole vault
../archive (1)/train/figure skating women/Image_3414.jpg,ice & snow sports,figure skating women
../archive (1)/train/baseball/Image_3415.jpg,field & team ball sports,baseball
../archive (1)/train/boxing/Image_3416.jpg,combat & strength sports,boxing
../archive (1)/train/weightlifting/Image_3417.jpg,combat & strength sports,weightlifting
../archive (1)/train/cheerleading/Image_3418.jpg,gymnastics,cheerleading
../archive (1)/train/bungee jumping/Image_3419.jpg,aerial,bungee jumping
../archive (1)/train/horse racing/Image_3420.jpg,equestrian & animal sports,horse racing
../archive (1)/train/axe throwing/Image_3421.jpg,precision & target sports,axe throwing
../archive (1)/train/wheelchair basketball/Image_3422.jpg,court ball sports,wheelchair basketball
../archive (1)/train/figure skating pairs/Image_3423.jpg,ice & snow sports,figure skating pairs
../archive (1)/train/snowmobile racing/Image_3424.jpg,ice & snow sports,snowmobile racing
../archive (1)/train/jai alai/Image_3425.jpg,court ball sports,jai alai
../archive (1)/train/uneven bars/Image_3426.jpg,gymnastics,uneven bars
../archive (1)/train/figure skating women/Image_3427.jpg,ice & snow sports,figure skating women
../archive (1)/train/hockey/Image_3428.jpg,ice & snow sports,hockey
../archive (1)/train/roller derby/Image_3429.jpg,field & team ball sports,roller derby
../archive (1)/train/pole climbing/Image_3430.jpg,track & field athletics,pole climbing
../archive (1)/train/water polo/Image_3431.jpg,water,water polo
../archive (1)/train/ultimate/Image_3432.jpg,field & team ball sports,ultimate
../archive (1)/train/olympic wrestling/Image_3433.jpg,combat & strength sports,olympic wrestling
../archive (1)/train/basketball/Image_3434.jpg,court ball sports,basketball
../archive (1)/train/golf/Image_3435.jpg,precision & target sports,golf
../archive (1)/train/trapeze/Image_3436.jpg,gymnastics,trapeze
../archive (1)/train/olympic wrestling/Image_3437.jpg,combat & strength sports,olympic wrestling
../archive (1)/train/bull riding/Image_3438.jpg,equestrian & animal sports,bull riding
../archive (1)/train/judo/Image_3439.jpg,combat & strength sports,judo
../archive (1)/train/hammer throw/Image_3440.jpg,track & field athletics,hammer throw
../archive (1)/train/figure skating women/Image_3441.jpg,ice & snow sports,figure skating women
../archive (1)/train/shot put/Image_3442.jpg,track & field athletics,shot put
../archive (1)/train/frisbee/Image_3443.jpg,field & team ball sports,frisbee
../archive (1)/train/croquet/Image_3444.jpg,precision & target sports,croquet
../archive (1)/train/hammer throw/Image_3445.jpg,track & field athletics,hammer throw
../archive (1)/train/high jump/Image_3446.jpg,track & field athletics,high jump
../archive (1)/train/arm wrestling/Image_3447.jpg,combat & strength sports,arm wrestling
../archive (1)/train/horse jumping/Image_3448.jpg,equestrian & animal sports,horse jumping
../archive (1)/train/sidecar racing/Image_3449.jpg,motor & wheel racing,sidecar racing
../archive (1)/train/pole climbing/Image_3450.jpg,track & field athletics,pole climbing
../archive (1)/train/high jump/Image_3451.jpg,track & field athletics,high jump
../archive (1)/train/rugby/Image_3452.jpg,field & team ball sports,rugby
../archive (1)/train/bull riding/Image_3453.jpg,equestrian & animal sports,bull riding
../archive (1)/train/rowing/Image_3454.jpg,water,rowing
../archive (1)/train/bike polo/Image_3455.jpg,motor & wheel racing,bike polo
../archive (1)/train/baton twirling/Image_3456.jpg,gymnastics,baton twirling
../archive (1)/train/tennis/Image_3457.jpg,court ball sports,tennis
../archive (1)/train/bungee jumping/Image_3458.jpg,aerial,bungee jumping
../archive (1)/train/sumo wrestling/Image_3459.jpg,combat & strength sports,sumo wrestling
../archive (1)/train/boxing/Image_3460.jpg,combat & strength sports,boxing
../archive (1)/train/tennis/Image_3461.jpg,court ball sports,tennis
../archive (1)/train/rollerblade racing/Image_3462.jpg,motor & wheel racing,rollerblade racing
../archive (1)/train/figure skating men/Image_3463.jpg,ice & snow sports,figure skating men
../archive (1)/train/gaga/Image_3464.jpg,field & team ball sports,gaga
../archive (1)/train/disc golf/Image_3465.jpg,precision & target sports,disc golf
../archive (1)/train/wingsuit flying/Image_3466.jpg,aerial,wingsuit flying
../archive (1)/train/lacrosse/Image_3467.jpg,field & team ball sports,lacrosse
../archive (1)/train/archery/Image_3468.jpg,precision & target sports,archery
../archive (1)/train/ski jumping/Image_3469.jpg,ice & snow sports,ski jumping
../archive (1)/train/figure skating men/Image_3470.jpg,ice & snow sports,figure skating men
../archive (1)/train/pommel horse/Image_3471.jpg,gymnastics,pommel horse
../archive (1)/train/football/Image_3472.jpg,field & team ball sports,football
../archive (1)/train/pole vault/Image_3473.jpg,track & field athletics,pole vault
../archive (1)/train/mushing/Image_3474.jpg,ice & snow sports,mushing
../archive (1)/train/mushing/Image_3475.jpg,ice & snow sports,mushing
../archive (1)/train/steer wrestling/Image_3476.jpg,combat & strength sports,steer wrestling
../archive (1)/train/pole climbing/Image_3477.jpg,track & field athletics,pole climbing
../archive (1)/train/mushing/Image_3478.jpg,ice & snow sports,mushing
../archive (1)/train/luge/Image_3479.jpg,ice & snow sports,luge
../archive (1)/train/figure skating men/Image_3480.jpg,ice & snow sports,figure skating men
../archive (1)/train/rugby/Image_3481.jpg,field & team ball sports,rugby
../archive (1)/train/figure skating pairs/Image_3482.jpg,ice & snow sports,figure skating pairs
../archive (1)/train/rock climbing/Image_3483.jpg,combat & strength sports,rock climbing
../archive (1)/train/horse jumping/Image_3484.jpg,equestrian & animal sports,horse jumping
../archive (1)/train/harness racing/Image_3485.jpg,equestrian & animal sports,harness racing
../archive (1)/train/pole dancing/Image_3486.jpg,gymnastics,pole dancing
../archive (1)/train/giant slalom/Image_3487.jpg,ice & snow sports,giant slalom
../archive (1)/train/trapeze/Image_3488.jpg,gymnastics,trapeze
../archive (1)/train/steer wrestling/Image_3489.jpg,combat & strength sports,steer wrestling
../archive (1)/train/axe throwing/Image_3490.jpg,precision & target sports,axe throwing
../archive (1)/train/curling/Image_3491.jpg,precision & target sports,curling
../archive (1)/train/fly fishing/Image_3492.jpg,water,fly fishing
../archive (1)/train/jai alai/Image_3493.jpg,court ball sports,jai alai
../archive (1)/train/rock climbing/Image_3494.jpg,combat & strength sports,rock climbing
../archive (1)/train/speed skating/Image_3495.jpg,ice & snow sports,speed skating
../archive (1)/train/judo/Image_3496.jpg,combat & strength sports,judo
../archive (1)/train/hockey/Image_3497.jpg,ice & snow sports,hockey
../archive (1)/train/ice climbing/Image_3498.jpg,ice & snow sports,ice climbing
../archive (1)/train/ultimate/Image_3499.jpg,field & team ball sports,ultimate
../archive (1)/train/harness racing/Image_3500.jpg,equestrian & animal sports,harness racing
../archive (1)/train/shot put/Image_3501.jpg,track & field athletics,shot put
../archive (1)/train/axe throwing/Image_3502.jpg,precision & target sports,axe throwing
../archive (1)/train/weightlifting/Image_3503.jpg,combat & strength sports,weightlifting
../archive (1)/train/wheelchair basketball/Image_3504.jpg,court ball sports,wheelchair basketball
../archive (1)/train/hurdles/Image_3505.jpg,track & field athletics,hurdles
../archive (1)/train/swimming/Image_3506.jpg,water,swimming
../archive (1)/train/golf/Image_3507.jpg,precision & target sports,golf
../archive (1)/train/gaga/Image_3508.jpg,field & team ball sports,gaga
../archive (1)/train/harness racing/Image_3509.jpg,equestrian & animal sports,harness racing
../archive (1)/train/golf/Image_3510.jpg,precision & target sports,golf
../archive (1)/train/javelin/Image_3511.jpg,track & field athletics,javelin
../archive (1)/train/gaga/Image_3512.jpg,field & team ball sports,gaga
../archive (1)/train/curling/Image_3513.jpg,precision & target sports,curling
../archive (1)/train/rock climbing/Image_3514.jpg,combat & strength sports,rock climbing
../archive (1)/train/sailboat racing/Image_3515.jpg,water,sailboat racing
../archive (1)/train/uneven bars/Image_3516.jpg,gymnastics,uneven bars
../archive (1)/train/baseball/Image_3517.jpg,field & team ball sports,baseball
../archive (1)/train/swimming/Image_3518.jpg,water,swimming
../archive (1)/train/snow boarding/Image_3519.jpg,ice & snow sports,snow boarding
../archive (1)/train/fencing/Image_3520.jpg,combat & strength sports,fencing
../archive (1)/train/billiards/Image_3521.jpg,precision & target sports,billiards
../archive (1)/train/luge/Image_3522.jpg,ice & snow sports,luge
../archive (1)/train/canoe slamon/Image_3523.jpg,water,canoe slamon
../archive (1)/train/hockey/Image_3524.jpg,ice & snow sports,hockey
../archive (1)/train/wheelchair basketball/Image_3525.jpg,court ball sports,wheelchair basketball
../archive (1)/train/croquet/Image_3526.jpg,precision & target sports,croquet
../archive (1)/train/field hockey/Image_3527.jpg,field & team ball sports,field hockey
../archive (1)/train/pole vault/Image_3528.jpg,track & field athletics,pole vault
../archive (1)/train/boxing/Image_3529.jpg,combat & strength sports,boxing
../archive (1)/train/balance beam/Image_3530.jpg,gymnastics,balance beam
../archive (1)/train/giant slalom/Image_3531.jpg,ice & snow sports,giant slalom
../archive (1)/train/trapeze/Image_3532.jpg,gymnastics,trapeze
../archive (1)/train/hockey/Image_3533.jpg,ice & snow sports,hockey
../archive (1)/train/sailboat racing/Image_3534.jpg,water,sailboat racing
../archive (1)/train/steer wrestling/Image_3535.jpg,combat & strength sports,steer wrestling
../archive (1)/train/balance beam/Image_3536.jpg,gymnastics,balance beam
../archive (1)/train/shuffleboard/Image_3537.jpg,precision & target sports,shuffleboard
../archive (1)/train/bmx/Image_3538.jpg,motor & wheel racing,bmx
../archive (1)/train/surfing/Image_3539.jpg,water,surfing
../archive (1)/train/croquet/Image_3540.jpg,precision & target sports,croquet
../archive (1)/train/bobsled/Image_3541.jpg,ice & snow sports,bobsled
../archive (1)/train/sumo wrestling/Image_3542.jpg,combat & strength sports,sumo wrestling
../archive (1)/train/ski jumping/Image_3543.jpg,ice & snow sports,ski jumping
../archive (1)/train/log rolling/Image_3544.jpg,water,log rolling
../archive (1)/train/pole dancing/Image_3545.jpg,gymnastics,pole dancing
../archive (1)/train/high jump/Image_3546.jpg,track & field athletics,high jump
../archive (1)/train/high jump/Image_3547.jpg,track & field athletics,high jump
../archive (1)/train/bike polo/Image_3548.jpg,motor & wheel racing,bike polo
../archive (1)/train/swimming/Image_3549.jpg,water,swimming
../archive (1)/train/luge/Image_3550.jpg,ice & snow sports,luge
../archive (1)/train/hang gliding/Image_3551.jpg,aerial,hang gliding
../archive (1)/train/log rolling/Image_3552.jpg,water,log rolling
../archive (1)/train/billiards/Image_3553.jpg,precision & target sports,billiards
../archive (1)/train/pole climbing/Image_3554.jpg,track & field athletics,pole climbing
../archive (1)/train/bull riding/Image_3555.jpg,equestrian & animal sports,bull riding
../archive (1)/train/wheelchair basketball/Image_3556.jpg,court ball sports,wheelchair basketball
../archive (1)/train/ampute football/Image_3557.jpg,field & team ball sports,ampute football
../archive (1)/train/polo/Image_3558.jpg,equestrian & animal sports,polo
../archive (1)/train/uneven bars/Image_3559.jpg,gymnastics,uneven bars
../archive (1)/train/hurdles/Image_3560.jpg,track & field athletics,hurdles
../archive (1)/train/javelin/Image_3561.jpg,track & field athletics,javelin
../archive (1)/train/rowing/Image_3562.jpg,water,rowing
../archive (1)/train/olympic wrestling/Image_3563.jpg,combat & strength sports,olympic wrestling
../archive (1)/train/javelin/Image_3564.jpg,track & field athletics,javelin
../archive (1)/train/jai alai/Image_3565.jpg,court ball sports,jai alai
../archive (1)/train/lacrosse/Image_3566.jpg,field & team ball sports,lacrosse
../archive (1)/train/skydiving/Image_3567.jpg,aerial,skydiving
../archive (1)/train/weightlifting/Image_3568.jpg,combat & strength sports,weightlifting
../archive (1)/train/cheerleading/Image_3569.jpg,gymnastics,cheerleading
../archive (1)/train/ski jumping/Image_3570.jpg,ice & snow sports,ski jumping
../archive (1)/train/table tennis/Image_3571.jpg,court ball sports,table tennis
../archive (1)/train/wheelchair racing/Image_3572.jpg,motor & wheel racing,wheelchair racing
../archive (1)/train/canoe slamon/Image_3573.jpg,water,canoe slamon
../archive (1)/train/snowmobile racing/Image_3574.jpg,ice & snow sports,snowmobile racing
../archive (1)/train/ice climbing/Image_3575.jpg,ice & snow sports,ice climbing
../archive (1)/train/croquet/Image_3576.jpg,precision & target sports,croquet
../archive (1)/train/air hockey/Image_3577.jpg,precision & target sports,air hockey
../archive (1)/train/curling/Image_3578.jpg,precision & target sports,curling
../archive (1)/train/pole vault/Image_3579.jpg,track & field athletics,pole vault
../archive (1)/train/log rolling/Image_3580.jpg,water,log rolling
../archive (1)/train/croquet/Image_3581.jpg,precision & target sports,croquet
../archive (1)/train/disc golf/Image_3582.jpg,precision & target sports,disc golf
